track_id,track_name,artist,popularity,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_s
1r8AzXTgZhzwzEKyqPw0li,On And On,Niklas Blumenthaler,39,0.432,0.0566,7.0,-18.447,0.0452,0.985,0.952,0.0871,0.177,125.445,165.18
7ARveOiD31w2Nq0n5FsSf8,Perfect Places,Lorde,65,0.622,0.58,1.0,-5.273,0.0504,0.00241,2.95e-05,0.112,0.512,104.41,221.874
2qKD3BOlveueFfdjiAlpin,流星雨,F4,31,0.858,0.574,0.0,-6.177,0.0288,0.00735,9.07e-06,0.33,0.527,96.991,270.987
1maOjghpUSvVHj9F9WPujZ,You Lost Me,Christina Aguilera,47,0.227,0.393,0.0,-5.99,0.0387,0.854,0.0,0.139,0.0709,43.26,257.253
2tOZtdbkAMQASWokLvSlzj,Overnight Celebrity (feat. Miri Ben-Ari),Twista,63,0.828,0.792,10.0,-5.435,0.179,0.182,0.0,0.281,0.777,134.199,233.36
03kCiUPjdAV9ur9ugm8PQT,Never Say Never (with Lainey Wilson),Cole Swindell,50,0.472,0.937,0.0,-4.028,0.0567,0.00717,0.0,0.11,0.454,140.073,176.147
6e40mgJiCid5HRAGrbpGA6,I Want It That Way,Backstreet Boys,64,0.689,0.702,6.0,-5.642,0.0261,0.216,0.0,0.159,0.484,99.031,213.6
5QpaGzWp0hwB5faV8dkbAz,Wherever You Will Go,The Calling,74,0.558,0.719,2.0,-5.113,0.0267,0.0367,0.0,0.115,0.371,112.027,208.6
3Vby4nGmtbDo7HDJamOWkT,Stuck In The Middle With You,Stealers Wheel,76,0.82,0.575,7.0,-9.144,0.0408,0.0936,0.000135,0.109,0.964,123.765,208.947
3H4iyWMCzAbCTJl8wwRexK,Your Eyes,Belhad,1,0.717,0.416,9.0,-13.845,0.0289,0.105,0.834,0.173,0.283,109.997,214.356
0LCS0YdiuCYNl5tWr2Qd9o,求妳講清楚,David Lui,34,0.857,0.56,3.0,-8.888,0.0405,0.0532,0.0,0.0786,0.975,125.904,199.76
3K7Q9PHUWPTaknlbFPThn2,Celebration,Kool & The Gang,68,0.886,0.664,1.0,-11.795,0.0524,0.145,0.0483,0.0767,0.906,121.631,298.867
7EkWXAI1wn8Ii883ecd9xr,Freaks,Surf Curse,84,0.345,0.941,9.0,-9.918,0.0466,3.84e-05,0.633,0.0511,0.407,179.626,147.062
6qVXkG01rBYGfxIndGOQ3z,Shot Me Down (feat. Skylar Grey) - Radio Edit,David Guetta,58,0.347,0.772,5.0,-4.359,0.0549,0.0597,0.0333,0.115,0.035,192.118,191.412
6gi6y1xwmVszDWkUqab1qw,OUT WEST (feat. Young Thug),JACKBOYS,75,0.802,0.591,8.0,-4.895,0.225,0.0104,0.0,0.196,0.309,139.864,157.712
4JKJBdj7UAwaF2m1hDKLeN,Meet Drago,John Powell,0,0.162,0.208,10.0,-16.085,0.0381,0.587,0.694,0.133,0.062,98.419,265.587
1LClSUjweBkRgXPm89fnyH,Counter Attack,John Powell,39,0.145,0.85,5.0,-6.335,0.0936,0.0788,0.819,0.123,0.157,86.844,185.453
3QLjDkgLh9AOEHlhQtDuhs,Best I Ever Had,Drake,74,0.395,0.922,1.0,-2.176,0.375,0.19,0.0,0.134,0.558,162.361,257.69
3IVzbdAA2kGEjFUnU4fHVj,"Mazurkas, Op. 67: Mazurka No. 4 in A Minor",Frédéric Chopin,25,0.312,0.118,9.0,-23.278,0.0551,0.89,0.0203,0.108,0.12,118.691,181.438
0W0iAC1VGlB82PI6elxFYf,Guilty as Sin?,Taylor Swift,77,0.626,0.428,2.0,-8.374,0.0261,0.607,0.0,0.0921,0.487,94.95,254.366
1Mg8vLBYwizu7AuhYQO64V,All Around The World,Justin Bieber,54,0.689,0.816,3.0,-3.951,0.178,0.0188,2.42e-06,0.181,0.776,127.972,244.547
5h1Y863CC9UeyKuDImtpOb,"Symphony No. 6: i. Allegro energico, ma non troppo",Gustav Mahler,0,0.246,0.131,5.0,-20.858,0.0369,0.922,0.746,0.119,0.0858,134.702,1319.133
0cvqLLDVIN4OIlhfx4y1Ae,STAY,BEN,24,0.527,0.23,4.0,-7.803,0.0376,0.905,0.0,0.11,0.332,121.771,264.805
1SwZVVH9BnXtLRLi2cbFhw,Good day,IU,59,0.637,0.882,9.0,-3.034,0.0654,0.165,0.0,0.0981,0.552,128.027,233.587
6sy3LkhNFjJWlaeSMNwQ62,Counting Stars,OneRepublic,71,0.663,0.706,1.0,-4.972,0.0383,0.0654,0.0,0.115,0.474,122.013,257.84
2YqVoeaHuHnHVMS2Fp56Pv,winter waltz,Ophelia Wilde,37,0.458,0.17,8.0,-23.587,0.0415,0.991,0.918,0.112,0.423,58.818,88.517
0npEOZcDtpeu6ju2ddkPXi,미치GO (GO),G-DRAGON,0,0.637,0.935,6.0,-4.993,0.416,0.0169,0.0,0.0989,0.391,154.222,208.407
6JLHkHFvXgLtMorim1w3dB,GLEE (feat. Digga D),Unknown T,42,0.833,0.52,10.0,-9.522,0.126,0.146,9.01e-06,0.0876,0.428,140.109,178.33
6bNB5gxFX6Q87DbQWb8OWZ,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),Shakira,65,0.758,0.871,2.0,-6.408,0.147,0.0062,0.0,0.0663,0.753,126.994,202.627
3rUMH7i22tlkymhDPOmXUv,"Across the Stars (Love Theme from ""Star Wars: Attack of the Clones"")",John Williams,56,0.116,0.13,0.0,-18.278,0.0355,0.774,0.914,0.111,0.0666,80.611,333.347
0x0aPEdV7ivp8aplZ00N1i,She (Arr. for Cello and Orchestra by Martin Ulikhanyan),Camille Thomas,33,0.202,0.0874,10.0,-22.27,0.044,0.934,0.809,0.125,0.245,86.915,183.253
3nFY03ZNWTfOyGZ9ApyJ6C,寂寞，好了,Evan Yo,28,0.624,0.508,9.0,-7.439,0.0316,0.773,0.0,0.139,0.404,95.076,282.985
4sLtmtKMmA5iCIa90tWhSe,Anakin's Betrayal,John Williams,48,0.143,0.174,9.0,-17.379,0.0354,0.772,0.925,0.091,0.0385,138.947,245.32
4HjtHraeKy5wA4DA9o92HZ,Backseat (feat. Carly Rae Jepsen),Charli xcx,45,0.626,0.607,5.0,-5.139,0.0409,0.247,1.56e-06,0.393,0.339,120.04,238.093
4s6LhHAV5SEsOV0lC2tjvJ,California Dreamin' - Single Version,The Mamas & The Papas,78,0.552,0.608,1.0,-9.786,0.0345,0.352,0.0,0.0533,0.637,112.367,162.373
35E9VWD1SbMrhEABPrkK1v,Every Diss (feat. Boosie Badazz & Big Poppa),BWill,26,0.599,0.881,9.0,-4.707,0.282,0.0174,0.0,0.347,0.554,82.434,244.611
4wK5K7wUonheo2Pg5TBCEp,The Breeze,James Deep,4,0.789,0.508,10.0,-9.913,0.0806,0.278,0.783,0.149,0.564,100.0,177.644
1CsUH29MaAIMbfGh4FEG4w,Hella Good,No Doubt,42,0.777,0.673,8.0,-3.953,0.0351,0.0162,0.00892,0.0869,0.821,115.133,242.253
5aXgz1oKK8Q9z9xvTmSnrO,Topanga,Trippie Redd,2,0.753,0.616,4.0,-8.245,0.0495,0.00583,1.77e-06,0.109,0.0388,105.952,215.364
1XwYcsWCKFocYLi7n5VJYd,"Canticum in nativitatem Domini, 'Frigidae noctis umbra': Marche",Marc-Antoine Charpentier,39,0.28,0.00865,7.0,-30.995,0.0473,0.853,0.0,0.186,0.517,84.646,69.693
6vkL4147WP0E8AUuQUyNDd,It's U,Cavetown,0,0.614,0.364,6.0,-11.474,0.0274,0.564,0.0,0.119,0.148,120.077,252.708
1kd2sGYOSgCRbdmalKietW,I Don’t Wanna Wait,Kelly Finnigan,0,0.486,0.727,5.0,-4.093,0.0356,0.203,0.0017,0.213,0.582,168.271,213.12
0EHJOhOakEiobXo81vegdy,"Dawn - From ""Pride & Prejudice"" Soundtrack",Dario Marianelli,54,0.332,0.0525,0.0,-24.1,0.0388,0.991,0.891,0.0683,0.097,78.853,158.6
5Qy3PCR9u6KeNAjRV405uv,너를 사랑해,S.E.S.,34,0.813,0.846,11.0,-4.082,0.039,0.0482,0.0,0.0963,0.865,103.0,216.133
1fYm09PP9E06oukOTlNFmw,"Come What May - From ""Moulin Rouge"" Soundtrack",Nicole Kidman,45,0.288,0.513,7.0,-7.717,0.0354,0.709,1.13e-06,0.0886,0.153,132.219,287.133
69zgyr5HVKdInjeKpq1qHa,"想見你想見你想見你(電視劇""想見你""片尾曲)",831,59,0.58,0.552,7.0,-8.358,0.0288,0.0868,0.000237,0.0704,0.322,91.999,248.63
7jJCaVi6LljAVeTjYMFK2E,"Piano Sonata No. 16 in C Major, K. 545 ""Sonata facile"": II. Andante",Wolfgang Amadeus Mozart,36,0.362,0.0593,7.0,-29.739,0.05,0.996,0.921,0.0709,0.397,112.869,359.0
7wY3h2bJXXAVEI3KHuzHmi,Dreamland - Solo Piano Version,Alexis Ffrench,0,0.237,0.0859,3.0,-22.479,0.0364,0.985,0.899,0.133,0.174,167.501,161.258
2D0Ba3SZauJjfTnjYVGvFP,若月亮没来,杨宗纬,10,0.438,0.255,4.0,-11.946,0.0286,0.714,0.0,0.303,0.255,85.014,244.48
03k645a9T82PvSp6rEPtxd,Unwritten,The Dufry Sessions,41,0.576,0.39,8.0,-10.094,0.032,0.395,0.0,0.0794,0.433,84.696,240.0
4VUUCe4dFP17glOOoWuWrG,Dear Inner Child,Peach PRC,31,0.784,0.295,10.0,-10.163,0.0479,0.59,0.0,0.0897,0.181,112.045,150.979
6n7rJUcwmQDestMYXoSoZF,All Cried Out (feat. Alex Newell) - Radio Edit,Blonde,56,0.657,0.757,0.0,-5.257,0.0584,0.428,0.0,0.0728,0.672,122.056,170.716
7oGaoWA4jzX48NmXZ4tWOd,"Nisi Dominus, RV 608 - Arr. Cello: 4. Cum dederit dilectis suis (Arr. Cello)",Antonio Vivaldi,48,0.158,0.0122,7.0,-27.822,0.0458,0.927,0.829,0.0874,0.0394,106.244,314.387
3aoFNk1KGCLGKdoDo5J0hG,空窗,Winnie Hsin,14,0.489,0.354,10.0,-9.007,0.0269,0.288,3.04e-06,0.107,0.0955,104.902,311.507
3xg08C7H2cgIQ96lpA5gBB,Anupam Rahasya,Ganesh Punja,36,0.565,0.338,10.0,-13.414,0.0291,0.659,0.933,0.101,0.0759,160.05,277.853
4189WkgFJTybrDviyQbmdm,學不會,JJ Lin,0,0.612,0.279,0.0,-10.306,0.0386,0.778,0.0,0.121,0.345,147.916,261.787
0O2szuaez7BKxS8SH7RkV4,Into the Unknown,AURORA,51,0.371,0.262,7.0,-10.716,0.0343,0.931,0.000734,0.0786,0.148,150.474,199.961
1lo2BsNusQTBdlN7E1tFaP,The Darkest Hour,Howard Shore,0,0.0637,0.225,2.0,-17.784,0.0386,0.897,0.946,0.101,0.0387,66.647,333.04
6uqTETWok9npbL4c9cuLVh,Clean up Woman,Betty Wright,53,0.865,0.652,5.0,-9.046,0.143,0.566,0.000919,0.0833,0.829,90.081,169.533
1SFJG4vZLzjHTmGVj7Hrm8,Come over Love,Anuhea,45,0.696,0.609,1.0,-6.965,0.0483,0.314,5.93e-06,0.16,0.686,148.975,245.72
6nIcGJK6Pj1ThzC6r8O8hA,Leave (Get Out) - 2018,JoJo,48,0.491,0.73,2.0,-4.399,0.0432,0.039,0.0,0.112,0.461,87.098,239.56
6sxptembJVty4sNtcPMAVz,Man! I Feel Like A Woman!,Shania Twain,68,0.677,0.639,10.0,-7.527,0.0358,0.577,0.0,0.278,0.673,124.943,234.493
7M0YRX7vd7Puy0LkEbfYj4,Scent of Her Perfume (feat. Billz),Josh Wawa,0,0.808,0.296,8.0,-9.106,0.0347,0.0562,0.0,0.136,0.64,91.985,213.107
03xWMkKEbeO4SnylA53ipj,"When Will My Life Begin? - From ""Tangled"" / Soundtrack Version",Mandy Moore,67,0.674,0.419,4.0,-7.581,0.0317,0.112,0.0,0.0897,0.385,108.066,152.333
0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),Rema,79,0.801,0.806,11.0,-5.206,0.0381,0.382,0.000669,0.114,0.802,106.999,239.318
4ATHPw1U9BqIxOBa9ftNTT,飆高音,Namewee,35,0.538,0.503,4.0,-6.187,0.0367,0.611,0.0,0.344,0.544,130.071,249.852
5619Ojc6t9evEEs3B7Drhe,Shake It,Metro Station,65,0.618,0.955,4.0,-3.836,0.0798,0.00221,3.09e-06,0.486,0.79,150.034,179.947
5DT42klsKIX7Vwvb2IGsvX,逝去的諾言,Priscilla Chan,37,0.756,0.635,1.0,-5.369,0.0282,0.272,0.0,0.146,0.519,118.004,251.56
4LhAUjPqfLpBVNYEdPd5Go,寂寞寂寞就好,Hebe Tien,47,0.516,0.643,10.0,-4.612,0.0296,0.467,0.0,0.105,0.201,120.155,261.88
0SuLAslEMFZAXf0SwY7syi,All Time Low,Jon Bellion,65,0.617,0.567,0.0,-4.188,0.0828,0.0584,0.0,0.0933,0.505,90.246,217.603
2wzhZgSDjWgwB618a6eeua,When I'm With You,NCT DREAM,63,0.751,0.896,10.0,-3.816,0.0927,0.013,0.0,0.308,0.553,116.991,211.4
2DiUfuknJX3bTHw5zgyTnu,"Piano Sonata No. 30 in E Major, Op. 109: III. Andante molto cantabile ed espressivo (Elaborations by See Siang Wong)",Ludwig van Beethoven,41,0.399,0.00173,4.0,-37.305,0.066,0.996,0.944,0.0779,0.165,71.817,156.08
4LlS0nNtGd8SuFkyVRpXY3,London 1998,Howard Shore,38,0.0731,0.0257,2.0,-25.876,0.0509,0.984,0.977,0.108,0.0393,64.749,101.2
1LhCEGscbx07mgfOUZVsZm,Dying Is a Beautiful Thing to Do,EASHA,35,0.44,0.119,0.0,-15.281,0.0373,0.818,0.0,0.32,0.493,159.409,185.25
4LKYOetuIF5c9XjeLBL9av,Naked In Manhattan,Chappell Roan,77,0.771,0.704,1.0,-5.098,0.0315,0.0835,0.0,0.0935,0.55,118.01,211.058
0uxSUdBrJy9Un0EYoBowng,20 Min,Lil Uzi Vert,82,0.773,0.75,8.0,-4.009,0.117,0.109,0.0,0.174,0.783,123.426,220.587
4h1V7NLdMV1JpuaJbJAA9t,Bad Alive - English Version,WayV,42,0.667,0.84,3.0,-3.363,0.0303,0.0017,0.000175,0.332,0.575,142.014,229.267
4LmzPJDil70LpiApWfOI6O,Milkshake,Kelis,53,0.887,0.774,1.0,-6.108,0.0434,0.00933,0.0213,0.159,0.826,113.0,182.813
3xhXKRGahWzcXF8rD5gUvd,Nothing Even Matters,Ms. Lauryn Hill,0,0.539,0.363,10.0,-13.888,0.166,0.701,3.18e-06,0.14,0.549,136.422,350.533
4wlBkzVcxQQrfW8Ze7zNnB,An der schönen blauen Donau,Johann Strauss II,0,0.311,0.187,2.0,-16.407,0.043,0.969,0.915,0.801,0.147,103.388,600.453
0Ko2qQT3o92wj6wVFckr6J,Winter Light,Ola Gjeilo,47,0.314,0.0654,11.0,-24.475,0.0366,0.994,0.86,0.0722,0.0939,107.549,170.08
0vLwL4xuJ3s7SeaCdvMqkY,Call Me,Blondie,53,0.551,0.628,2.0,-13.799,0.036,0.0327,0.000199,0.153,0.778,142.169,212.893
1UmIWsuzcitp1VhsEKviJZ,"Your Song - From ""Moulin Rouge"" Soundtrack",Ewan McGregor,51,0.271,0.318,5.0,-9.464,0.0357,0.535,4.98e-05,0.109,0.231,133.147,218.773
4MXE6VCvTsQitHWrAxj7Kg,Maple Syrup,The Backseat Lovers,67,0.543,0.526,2.0,-9.703,0.0582,0.0447,0.0533,0.0778,0.384,153.0,243.529
0HRyrj2c5TN8R4I4rehpSg,Adagio in C Minor,Nicholas Britell,58,0.159,0.0809,0.0,-17.866,0.0421,0.87,0.961,0.105,0.0363,131.447,90.013
3GSDrETycWqPh2LPIDK9kh,Sunlight,Andrea Vanzo,47,0.433,0.163,0.0,-20.878,0.0434,0.978,0.918,0.11,0.374,108.609,201.593
2Udkoi7on91l5rA0TWfG5d,Heaven Is A Place On Earth,Oscar Blake,0,0.615,0.192,2.0,-16.438,0.0363,0.917,0.000129,0.111,0.442,131.02,138.875
7rLvsAO1yb7ElxPhkz60qh,For You,CHEN,60,0.533,0.838,0.0,-3.723,0.0319,0.102,0.0,0.394,0.449,75.021,196.549
2mCSqP0xAkWO7N53OnHRLk,十萬毫升淚水,Tanya Chua,45,0.7,0.62,3.0,-5.072,0.043,0.762,0.0,0.0965,0.338,123.879,226.92
389ofOQAkFyWyKqrVa6fJn,le soleil,Martin Biesecke,34,0.465,0.139,5.0,-18.151,0.0541,0.994,0.918,0.113,0.393,101.676,80.348
5IMckMdrKc1y6Pa1oUeFAI,Coastal Love,HONNE,28,0.709,0.682,1.0,-6.309,0.0669,0.0609,8.6e-06,0.202,0.747,120.029,245.457
5j5G5ZEYX5gKNwzh6gnEqO,Aye OK,J Boog,0,0.774,0.558,9.0,-7.65,0.0447,0.0158,1.52e-05,0.133,0.616,86.499,268.585
06dAFXkgM2OGAkGS3CxpEm,Love Is A Battlefield,Pat Benatar,55,0.672,0.526,2.0,-15.157,0.0527,0.0389,0.00313,0.0443,0.851,90.67,325.067
4as4XEOR03oGm1STUKl6pa,BBIBBI,IU,62,0.839,0.617,7.0,-4.692,0.331,0.241,0.0,0.3,0.821,143.894,194.426
2PpruBYCo4H7WOBJ7Q2EwM,Hey Ya!,Outkast,81,0.727,0.974,4.0,-2.261,0.0664,0.103,0.000532,0.174,0.965,79.526,235.213
6k67RdkVjTZj79c1cRz7IQ,WONDERLAND,ATEEZ,61,0.571,0.964,4.0,-1.949,0.124,0.0503,0.0,0.356,0.519,129.997,199.013
2JdzB67NvIa90K4gEZPLeX,Lump,The Presidents Of The United States Of America,2,0.499,0.873,6.0,-3.902,0.0386,0.00468,0.0,0.165,0.864,142.726,134.2
5xVoh2cUjYz6XVwfiZbdXA,"Bagatelle No. 25 in A Minor, WoO 59 ""Für Elise""",Ludwig van Beethoven,34,0.238,0.0491,9.0,-27.704,0.0418,0.985,0.948,0.108,0.105,132.829,206.373
5y4aQFRElzXJCJi0T6ol6C,Vampire,Unsecret String Quartet,41,0.382,0.214,5.0,-11.811,0.0374,0.924,0.591,0.353,0.19,137.935,221.612
4TkCI1njLdKTi1ZzSWARsY,Let’s Get Lost,Carly Rae Jepsen,39,0.728,0.729,7.0,-5.789,0.0511,0.542,0.0253,0.234,0.739,109.99,193.483
3kVr60FI39AGzMxPQPxQYH,HEAVY LOAD,Mighty Diamonds,0,0.788,0.375,7.0,-12.283,0.129,0.00557,1.83e-06,0.142,0.703,82.056,249.507
5760o7vIytByWNmmf115wj,Gotta Get Back (feat. Pink Sweat$),P1Harmony,46,0.733,0.532,0.0,-4.469,0.0553,0.34,0.0,0.0738,0.719,162.656,179.333
4aeOFcBhvv2hPwq9zymRQt,Many Rivers To Cross,Jimmy Cliff,0,0.44,0.252,5.0,-10.366,0.0536,0.751,0.000811,0.323,0.213,137.563,178.493
5VeblB0ritE5Q31M8Hva9r,All About You,Dragon Pig,46,0.749,0.634,1.0,-4.192,0.193,0.143,0.0,0.226,0.631,94.952,203.625
6WJWTeZExNu0X42hiegRVs,Heart Shaker,TWICE,0,0.56,0.945,8.0,-0.33,0.064,0.0965,0.0,0.17,0.833,164.089,186.896
3XKIUb7HzIF1Vu9usunMzc,Maria Maria (feat. The Product G&B),Santana,70,0.777,0.601,2.0,-5.931,0.126,0.0406,0.00201,0.0348,0.68,97.911,261.973
4uhvMW7ly7tJil31YYscAN,Erase Your Social,Lil Uzi Vert,72,0.705,0.609,3.0,-5.728,0.0729,0.694,0.0,0.234,0.718,140.058,199.993
6yNevYmVzvjz56smMef7g7,Nothing To Hide,Rebel Souljahz,45,0.777,0.512,9.0,-7.04,0.062,0.426,0.0,0.113,0.692,123.889,236.96
6dGqGkYDoRrKh5UiIcTT22,Understand,BoyWithUke,67,0.828,0.658,6.0,-6.19,0.14,0.81,1.06e-06,0.277,0.917,103.051,171.947
1U4riB29aZlHIgFwuP3OKN,MaMa Beat (feat. GAIN),LC9,0,0.76,0.9,1.0,-3.845,0.18,0.00775,0.0,0.0579,0.774,110.012,197.878
3jagJCUbdqhDSPuxP8cAqF,Work It,Missy Elliott,67,0.884,0.677,1.0,-5.603,0.283,0.0778,0.0,0.0732,0.584,101.868,263.227
0TutSNLf1sk1Qt5qI4r026,When I Look At You,Miley Cyrus,13,0.459,0.545,6.0,-4.874,0.0282,0.142,0.0,0.105,0.194,137.946,248.587
3fNf71Ktya4CYMqGM6eRud,Stupid Girl - Remastered 2015,Garbage,52,0.634,0.756,1.0,-4.81,0.0332,0.00251,0.000441,0.0427,0.661,119.948,258.533
0Sl8C9oeS3b5Kv9bSvTPDr,Loud Places,Jamie xx,0,0.647,0.626,8.0,-10.753,0.0424,0.00422,0.323,0.122,0.185,109.015,283.067
19rdJQyrK9qBxJ1tB8hTlS,雙星情歌,Danny Chan,17,0.843,0.744,9.0,-7.675,0.0343,0.293,7.13e-06,0.0877,0.962,125.986,240.36
0YxccWRghIFLoHinxiucDb,洋蔥,Aska Yang,0,0.412,0.4,0.0,-7.91,0.0345,0.797,0.0,0.106,0.157,123.359,306.667
2kl3pn4Xhvx5Tvs8T9wNqt,JANUS,BOYFRIEND,20,0.518,0.947,6.0,-3.447,0.0781,0.0113,0.0,0.129,0.743,94.012,208.248
2s1Yh0AywJhLsKKZ9vM0tm,Raindrops Keep Fallin' On My Head,B.J. Thomas,61,0.598,0.484,5.0,-9.663,0.0718,0.861,0.018,0.114,0.513,109.321,180.52
6sE86AFo49GhGxZFNWvFQJ,"Mutiny - From ""Pirates of the Caribbean: On Stranger Tides""/Score",Hans Zimmer,34,0.335,0.66,9.0,-10.535,0.0466,0.134,0.973,0.189,0.201,135.827,167.027
6e85fziCk6MwZUxWyG6Ijm,"Boccherini: String Quintet in E Major, Op. 11 No. 5, G. 275: III. Minuetto - Trio (Arr. Woodhouse for String Orchestra)",Luigi Boccherini,51,0.501,0.0358,9.0,-26.147,0.0293,0.961,0.58,0.142,0.43,85.189,237.72
3qBoKLEqwoTFnOxKo6jHC6,One More,FIESTAR,32,0.781,0.91,5.0,-1.723,0.037,0.196,1.72e-06,0.276,0.939,114.018,193.641
5O78HnEFSVfCG6gr30wCu4,装,六哲,0,0.585,0.629,0.0,-5.738,0.0322,0.139,0.0,0.157,0.356,83.032,289.608
5xo8RrjJ9CVNrtRg2S3B1R,Motion Sickness,Phoebe Bridgers,75,0.651,0.546,1.0,-9.021,0.0357,0.774,0.0437,0.0842,0.623,107.021,229.76
4mv20rLhudA059fmcGWkQJ,Be My Lover,Owen Norton,55,0.716,0.875,1.0,-5.385,0.0996,0.00731,0.000189,0.385,0.582,126.033,150.476
3ORfa5ilEthp2U0TRcv7kv,Patiently Waiting,50 Cent,60,0.538,0.675,0.0,-2.3,0.335,0.246,0.0,0.362,0.519,78.985,288.88
5Xak5fmy089t0FYmh3VJiY,Black,Pearl Jam,73,0.36,0.684,4.0,-6.457,0.0308,0.323,0.0,0.34,0.2,77.15,342.653
4PmMVdIFpJTB9WQbmILf4p,How We Do,The Game,73,0.862,0.648,4.0,-7.401,0.251,0.0455,0.0,0.0332,0.637,98.012,235.533
2bb6xgxu1sevom4tn6OBSq,Sunder,Hibou,0,0.335,0.932,11.0,-4.663,0.122,0.00118,0.853,0.183,0.529,181.942,199.973
0udoMICxzaUbNUT8EVRq8B,Elastic Heart - Piano Version,Sia,62,0.44,0.306,9.0,-5.403,0.0377,0.903,0.0,0.0888,0.25,71.021,250.133
31rLmmrkRQAiY2qhp1QBl4,The Perfect Nanny,Karen Dotrice,29,0.624,0.0103,2.0,-26.37,0.0554,0.782,0.0,0.286,0.546,104.836,99.733
7y5A8vrNHTYGMyEBmEcTqt,Bad Boy,BIGBANG,0,0.457,0.764,9.0,-4.859,0.244,0.0148,0.0,0.126,0.359,73.911,236.817
1reyTvv0hsQkiuiB0InYrv,TICKET,9MUSES,31,0.537,0.977,10.0,-0.553,0.136,0.207,0.0,0.178,0.752,175.978,192.026
4OmfWzukSVD140NiAIEjem,Static,Steve Lacy,74,0.335,0.305,1.0,-12.661,0.0741,0.434,0.631,0.101,0.215,79.001,156.507
301Di5H2CO6Oxld2Vm4ebt,問,Fish Leong,0,0.609,0.806,1.0,-4.399,0.228,0.316,0.0162,0.0617,0.408,189.182,294.6
5ZVk5Xbx5twxM2ghuUfU2k,This Wandering Day,Bear McCreary,0,0.45,0.102,10.0,-14.307,0.0343,0.841,0.0,0.0659,0.581,93.421,130.115
4EKS4BdlS8yL7iMbE8G35Z,U R Man,SS501,43,0.81,0.905,11.0,-7.415,0.0342,0.058,3.17e-06,0.149,0.908,117.011,203.678
0DHBREXXHTbiRmgHbVG8p5,El Amor brujo: Quadre Primer: Danza del fin del dia,Manuel de Falla,17,0.319,0.054,4.0,-20.978,0.039,0.97,0.941,0.0904,0.105,135.936,245.267
6giYNaycmjkbf7UmZ6RGtL,"I Know You See It (feat. Brandy ""Ms. B"" Hambrick)",Yung Joc,52,0.744,0.368,1.0,-6.349,0.0524,0.0702,0.0,0.192,0.391,84.018,241.307
1erKXxQOuBYG7Qhc4Kb1Ta,女孩們,Rainie Yang,25,0.657,0.317,8.0,-9.962,0.0453,0.23,0.691,0.116,0.0592,119.997,286.5
4U0bL1ouvksMgvXU2aKq4O,间距,en,55,0.68,0.714,5.0,-6.132,0.0351,0.0862,0.0,0.153,0.546,117.005,184.615
4Mdw361yPWmE5VY39WaIpN,小鹿乱撞,Ryan.B,39,0.813,0.626,10.0,-6.775,0.0791,0.668,0.0,0.134,0.712,92.023,159.13
6piAUJJQFD8oHDUr0b7l7q,VALENTINO,24kGoldn,66,0.746,0.717,9.0,-4.841,0.179,0.199,0.0,0.132,0.523,150.964,179.133
3Qtc0SlMMs9mYHqPcrjDU3,Undertow,John Mackey,19,0.309,0.365,5.0,-17.326,0.0392,0.798,0.449,0.148,0.24,150.476,323.52
0e0qw4iYNbBPlvWR5zO8EN,I'm Going Home,Tim Curry,44,0.338,0.212,5.0,-14.279,0.033,0.205,1.71e-05,0.118,0.18,127.787,174.481
7JvjjlZ5R1I1xRDsEkPuJ7,"Say, Can You Hear",Men I Trust,0,0.623,0.403,6.0,-14.1,0.0598,0.78,0.763,0.11,0.49,157.912,189.246
0mQzAOKpgaG0h85AGjuFuA,"Let It Go - From ""Frozen""",Royal Philharmonic Orchestra,45,0.475,0.216,8.0,-13.863,0.0367,0.89,0.751,0.171,0.149,137.099,223.067
6TlmvzIXhEVA2ukDpIOrrf,Will You Know,Lee Jongsuk,0,0.61,0.305,6.0,-10.237,0.0264,0.772,1.77e-06,0.108,0.196,51.972,199.089
3YpgZhCXRgqOjAgPqK77lo,Heartbreaker - Live,G-DRAGON,0,0.631,0.933,8.0,-2.566,0.082,0.0469,0.0,0.939,0.346,134.878,200.28
4VCdqcivjBs1bfQAGB54rQ,Biassono,Joviano Carrera,62,0.455,0.0143,9.0,-35.778,0.0377,0.993,0.94,0.112,0.354,118.043,151.923
7vQ6OmA3UvEMjRKv8jxC3o,1004,B.A.P,43,0.613,0.931,2.0,-1.84,0.0427,0.0832,0.0,0.139,0.727,126.984,205.714
7KHtpE63twPzQhUzfWYPGQ,"I'll Always Remember Us This Way / Shallow (From ""A Star is Born"")",Bailey Rushlow,30,0.493,0.0342,10.0,-16.702,0.0413,0.931,1.5e-06,0.104,0.224,104.809,146.5
1YLzM2u0jpPxKTcrovSSZP,DIRTY LITTLE SECRET,Nessa Barrett,65,0.417,0.506,6.0,-6.786,0.0285,0.27,0.000162,0.121,0.23,104.89,214.84
65D95SmygxGCQGiI64eaZf,Independent (feat. Lil' Boosie and Lil' Phat),Webbie,1,0.725,0.431,1.0,-5.988,0.0707,0.00113,0.0,0.14,0.199,174.083,250.027
